Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YLR060W,FRS1,Verified,26776,26714,48,25593,19131,33352,18864,54032,26282,36806,38981,29822,9352,21533,28337,1292,29380,25839,27146,,21457,37008,45869,5440
YDR381W,YRA1,Verified,63497,26822,126,,33569,25431,151772,,20891,25146,23581,24908,28214,8424,16150,,327390,15692,77182,,68889,95070,73650,
YLR216C,CPR6,Verified,24632,26863,47,,33149,33801,55532,8019,17278,36398,24783,26953,33494,26863,10146,11393,14851,29323,13715,,17554,28215,27950,18600
YOR361C,PRT1,Verified,26807,26937,39,,16668,16001,17327,15667,18563,29333,22460,26937,12717,15801,28994,40992,36025,29465,33888,,42815,34030,24147,47500
YLR432W,IMD3,Verified,27815,27214,35,39442,24480,41676,,,32824,22993,38757,33672,13963,28128,43419,31177,10870,19937,33228,,18781,16180,24836,26300
YGR118W,RPS23A,Verified,45213,27232,119,,,194438,114337,,22918,,68222,26876,34158,,27842,,8569,,33623,,27232,15815,3141,10600
YJR007W,SUI2,Verified,26233,27273,52,,38604,29694,4886,46280,15951,32216,32559,35411,8999,17400,28200,1555,53320,40228,27273,,21155,21291,26299,17100
YPR149W,NCE102,Verified,36284,27336,116,,26128,1824,,,817,3755,,,10725,2153,44073,41746,15119,82255,27336,36612,49583,165335,36794,
YMR309C,NIP1,Verified,29534,27447,57,,11585,13989,10182,28042,17404,30579,23306,27239,11299,15164,24924,44551,38546,27447,29062,,46550,33402,48965,78900
YCL043C,PDI1,Verified,31843,27549,107,2850,27090,66237,,134376,38547,41160,61228,36616,28009,20885,,,4148,,2834,28692,7564,2786,6473,
YPR102C,RPL11A,Verified,51005,27594,110,,97523,153533,200324,,,54910,72496,688,53434,,13882,26405,7926,28783,18947,,24133,12911,11177,39000
YGL206C,CHC1,Verified,27938,27804,55,3261,16509,19278,,28537,27842,33506,43939,35704,13763,21173,21587,28096,27767,36888,22222,9448,26233,36341,77967,28700
YJR109C,CPA2,Verified,70082,27875,166,674,45702,27875,43126,171608,47422,32727,25932,43923,13963,12771,288074,6149,13119,,457847,,14089,52162,16404,18000
YJR139C,HOM6,Verified,46916,27970,126,22622,41129,92257,191879,221042,46934,47252,60866,33319,20806,36009,10384,16250,4271,3210,11675,,8819,9092,11610,48900
YFL022C,FRS2,Verified,25119,27994,43,5714,29751,33451,17165,24204,28137,27852,38247,37683,30611,22753,,5860,,,,,,,,
YBR079C,RPG1,Verified,30782,28010,41,,27716,18588,9453,19372,28010,46967,34187,47550,22940,15783,42035,22421,27411,47913,34617,,40769,30059,16363,52700
YNL007C,SIS1,Verified,29145,28050,49,5639,47909,16114,13582,68771,22257,30244,29629,24664,28614,12779,30163,30926,27487,25071,33755,,26744,37590,50665,20300
YEL046C,GLY1,Verified,57364,28069,97,28069,13274,19369,2120,4815,21293,34435,23894,25449,15835,20988,185764,136602,79854,,159906,,99752,47145,65361,106000
YGL234W,"ADE5,7",Verified,29940,28081,65,34381,29229,21909,,93270,20680,32680,29811,13210,14693,28041,33838,,11751,28121,56769,,26548,22655,5543,35800
YGR185C,TYS1,Verified,29056,28107,46,28067,26992,48091,,62206,33507,31648,43639,28380,11489,28147,30055,,14964,30207,27888,,26897,26976,21145,2710
YOL121C,RPS19A,Verified,58515,28109,105,168311,108702,227054,116902,99884,26487,53706,20089,24422,,,25871,34539,13598,15627,29169,,27219,21648,11047,29000
YMR101C,SRT1,Verified,28336,28336,,,,,,,,,,,28336,,,,,,,,,,,
YOR310C,NOP58,Verified,27654,28378,35,,13955,26900,,45810,20031,40777,31127,26708,20741,18122,29999,33292,40457,32498,29857,,24452,17942,10399,34700
YKL117W,SBA1,Verified,30349,28577,66,87294,54019,28577,,34614,13958,13554,26221,9459,22569,2284,25437,1187,27322,44942,30072,,31213,40424,49792,33700
YJL167W,ERG20,Verified,38045,28718,98,16724,25288,42460,,142927,28718,32875,47902,37245,15883,26932,,1537,,,,,,,,
YDR500C,RPL37B,Verified,32436,28792,55,,21159,28792,74720,,,21129,15556,11474,26116,4301,37222,29828,44162,57127,52603,,42005,39140,26381,19700
YDL126C,CDC48,Verified,34690,29012,54,27958,34048,38720,37078,86029,36829,54146,51227,29012,20542,29632,21655,28681,19445,27813,24236,19285,31296,22913,9554,78400
YNR016C,ACC1,Verified,35575,29049,56,6375,16231,19958,57605,,46475,58526,73258,75271,17849,22333,30183,48767,31853,27916,43737,14431,25052,50758,24721,20200
YJL130C,URA2,Verified,38391,29323,79,2409,24702,31369,27278,89227,37451,69106,64225,46088,13895,18900,44060,1405,18229,25839,55583,,25144,36341,125560,11000
YDL084W,SUB2,Verified,29504,29329,46,,37969,31304,27470,48593,24587,29329,41794,29894,22413,18462,,1153,,,,,,18882,,51700
YIL078W,THS1,Verified,29317,29362,38,32721,36147,34136,11964,18689,30179,47636,40466,44784,17728,16252,25191,41743,16767,14595,37920,,28151,28545,20124,42600
YMR194W,RPL36A,Verified,168796,29505,321,421475,59282,12943,2370360,,5272,14246,2403,9947,23386,10060,29505,36411,21671,32531,33316,,35231,31228,26264,31600
YHR039C-A,VMA10,Verified,35111,29531,54,,54717,77786,51218,,26383,33514,30777,21518,,9941,22258,29531,27971,52487,25317,,28706,50148,52337,2280
YHR179W,OYE2,Verified,37036,29619,61,98938,31494,22834,,91861,25177,41574,40195,21055,21598,31382,31924,31592,26529,29619,27167,,26569,28853,60224,15100
YPL143W,RPL33A,Verified,75015,29679,132,99138,90325,63140,358792,29679,20006,26359,80381,17577,20861,18910,,,,,,,,,,
YBL030C,PET9,Verified,36450,29722,61,,79616,58239,,,23380,33400,37381,26044,19872,13671,,,,,,,,,,
YNL079C,TPM1,Verified,37801,29745,101,17367,146281,65321,19022,46506,33323,31887,33771,22768,6698,27603,,,,,,,,,,3060
YGR264C,MES1,Verified,31586,29753,57,6720,25588,27428,16782,16346,32079,38390,41002,39108,12305,21189,33820,27138,,,35148,,47168,48508,14832,85000
YNL135C,FPR1,Verified,42866,29826,83,32564,101906,139220,94630,94639,34591,34969,52079,13034,36860,21762,17532,21264,11388,18699,23101,,22954,27088,15746,43300
YGR086C,PIL1,Verified,47673,29832,92,,43720,38882,,202275,26312,27582,29076,20627,34897,17594,26999,57036,22797,46396,23533,22090,29832,58912,62222,115000
YPR132W,RPS23B,Verified,47016,29902,111,57404,,194438,114337,,,46536,68222,26876,,,9785,48086,6544,,24817,,32927,19526,5388,3340
YDL083C,RPS16B,Verified,49721,29939,138,143398,,250617,48626,,35209,,66261,35355,38619,,,19710,4326,24669,5243,,7696,3765,12603,
YKL216W,URA1,Verified,54472,30111,119,,20337,72832,,33270,26679,25734,41426,16169,12136,26952,23782,9238,45966,61619,22712,,54956,45553,177135,264000
YGL026C,TRP5,Verified,32260,30438,62,10293,54899,40063,,82514,34424,36719,50142,33730,18472,30438,48520,1130,12897,14626,57570,,18517,25838,26651,15500
YLR029C,RPL15A,Verified,61327,30528,112,231970,29263,91980,,,28640,30528,66261,22350,41487,9462,,,,,,,,,,
YPR041W,TIF5,Verified,31163,30676,39,,29793,47734,11971,,27096,32215,36971,31558,11755,18962,27846,36132,22963,33862,24921,,34873,24924,59065,48300
YJL177W,RPL17B,Verified,39457,30677,88,15259,63083,158390,58259,30677,,8334,80906,19626,2860,15058,26843,42437,28366,28132,35949,,35143,33767,45504,21100
YBR106W,PHO88,Verified,33785,30807,54,,58066,72859,,26976,22193,26919,34250,27892,22348,10766,25397,57111,14594,41139,33294,2200,40657,30807,32645,61800
YGR124W,ASN2,Verified,117885,30867,308,79146,22369,27628,1660851,37417,28307,30606,31127,15420,20181,20085,58937,37733,19975,25929,62101,,32478,30095,59123,58200
YHR141C,RPL42B,Verified,34104,31039,69,,,86531,23834,,17244,,60975,14493,,,15302,,17155,39276,,,50370,41931,38244,3890
YHR020W,YHR020W,Verified,30097,31079,40,23210,28213,35865,8196,24359,31687,54470,42495,31574,19918,31079,,,,,,,,,,
YGR234W,YHB1,Verified,62331,31688,237,98563,5555,43552,,665629,20969,38697,34345,46814,13458,38191,7418,31688,9833,17168,6590,,35453,15589,41767,13000
YDL061C,RPS29B,Verified,36364,31924,76,,44527,21095,71927,121406,6852,25243,32122,14633,12304,15390,42176,36278,,60586,29148,,38797,31726,44925,5410
YER036C,ARB1,Verified,30520,32089,29,,19277,20983,,34848,22825,40952,40357,33856,23765,18174,28718,,29722,45127,32089,,38937,32113,39500,17600
YMR108W,ILV2,Verified,37533,32177,128,5658,39002,33415,3510,217340,32896,35932,35590,32455,7829,12206,52906,,9834,14030,70561,,,18917,21621,31900
YKL210W,UBA1,Verified,38730,32355,60,12096,19594,18904,94212,51186,31286,43841,40330,27421,22954,24413,33897,22419,56793,47106,26386,,33424,54839,95804,17700
YLR027C,AAT2,Verified,39807,32371,78,,40198,63030,32734,129050,32018,30681,38161,32725,25152,30124,,,,,,16116,,,,7700
YLR325C,RPL38,Verified,70481,32579,172,4015,206374,49695,138642,544395,22471,55163,50099,26170,50635,9001,22233,33557,15499,33424,29234,,31734,19286,17794,50200
YLR359W,ADE13,Verified,58643,32589,167,,37964,32589,,318962,15414,33043,20823,15760,33371,19860,,,,,,,,,,
YER110C,KAP123,Verified,31329,32745,42,5493,21004,31172,,57607,32237,48386,46295,35439,15134,23544,35116,11965,17846,34398,32745,,40239,31107,37216,38300
YFL014W,HSP12,Verified,86914,32928,124,,213609,254757,364320,202037,17643,20052,48810,27181,38674,17574,5816,42197,13318,181976,7148,,,94222,10620,4490
YNL162W,RPL42A,Verified,37749,33040,77,,,86531,23834,,,32563,60975,14493,8613,,7032,4024,36538,74562,35615,,40690,33040,94120,13600
YLL018C,DPS1,Verified,37832,33156,84,47855,42759,42322,161314,32350,33654,47287,45795,34805,15123,21015,33156,25816,12195,18175,36686,,24791,14728,28988,
YML126C,ERG13,Verified,34661,33309,43,,26128,41223,32862,83032,19557,36867,46033,36052,20778,31620,33756,,44562,40617,21247,,32669,17376,24721,34800
YGR209C,TRX2,Verified,58815,33336,181,22225,496911,100706,112676,9858,33557,16964,39648,15158,11536,34147,31165,36677,33115,42407,38077,,31439,38257,14571,17200
YAL012W,CYS3,Verified,46910,33347,91,129657,38516,48717,117032,175294,32323,40563,44088,20700,34370,34874,27659,1298,19406,18430,31393,,28747,29835,27003,38300
YOR198C,BFR1,Verified,31781,33400,41,,23530,44020,10911,21504,29515,43603,47441,42368,17672,14574,45488,8629,39193,40959,24671,,34508,30169,51681,33400
YFL045C,SEC53,Verified,32687,33587,51,16853,33403,62990,,61676,24782,45750,33771,35267,19541,35185,14409,,,43923,15984,,,30673,45288,3500
YDL192W,ARF1,Verified,39546,33643,70,118786,73851,43411,,,2037,17283,22015,19642,5384,30282,33643,42832,31275,74293,38325,49104,61468,37189,31254,19300
YIL165C,YIL165C,Uncharacterized,33873,33873,,33873,,,,,,,,,,,,,,,,,,,,
YCL030C,HIS4,Verified,74324,34046,114,3511,53739,20008,,100596,31600,37924,35895,29339,17752,25707,214985,151604,224506,,277918,,32198,74255,5778,521
YLR293C,GSP1,Verified,43532,34197,72,34197,65409,11821,84987,,31618,11965,59767,6834,85191,,,,,,,,,,,
YDR037W,KRS1,Verified,34618,34286,48,33241,21610,40665,1470,65395,34286,48229,42649,41643,19503,32105,,,,,,,,,,
YIL051C,MMF1,Verified,57072,34540,100,87790,166488,131049,15886,75141,31487,41274,46271,20313,34540,29523,,,,2307,1540,,4466,,,168000
YLR367W,RPS22B,Verified,73223,34606,121,334127,,129462,179280,,,54214,78715,27123,,,32817,,19006,20079,44616,,36395,26807,22785,19700
YMR217W,GUA1,Verified,38710,34683,76,38054,23214,48067,23633,121645,32542,48646,36823,42628,19641,28469,,1162,,,,,,,,
YJL080C,SCP160,Verified,36064,34834,61,11667,22381,25130,2328,22459,42660,61178,63008,56655,16537,19110,26766,32038,40496,90707,41689,8832,44521,37629,55483,
YDR432W,NPL3,Verified,47816,34936,84,,13237,8421,,45565,10843,24307,19658,9698,19653,6642,92545,1288,93837,105674,91532,,61003,58294,119791,78700
YGR061C,ADE6,Verified,36325,34954,58,13095,21514,13868,62682,89203,25979,45338,37585,23710,13247,25081,63739,,23312,35403,65147,,34954,40754,14772,40800
YBL099W,ATP1,Verified,64778,34971,201,10506,37462,32330,,598134,23317,35709,51227,39992,34320,23226,27356,88907,12540,43489,34971,,23523,48281,23987,41500
YPL220W,RPL1A,Verified,63390,35057,99,185955,,180247,156902,,,67292,65640,37352,32762,,12959,70560,7464,13759,26829,,21090,10670,8755,116000
YLL026W,HSP104,Verified,54737,35086,104,,29587,52655,26676,257093,27070,39572,61228,35086,26071,15058,23849,47257,19495,62117,16929,,35750,109311,122404,32800
YIL052C,RPL34B,Verified,55467,35104,123,131324,,398,205741,245618,12124,34163,14315,37019,50546,,38135,1633,35606,27652,31436,,37816,39283,34602,21000
YNL301C,RPL18B,Verified,49430,35392,74,,,120489,144405,,12027,,60355,21861,32577,,48224,30285,35985,35392,43136,,34779,27281,30961,63700
YIL133C,RPL16A,Verified,35234,35456,74,,75883,49114,,99338,29663,44122,42340,20554,33147,9959,2984,53019,8291,4162,2275,,49183,37766,29108,43300
YJR121W,ATP2,Verified,110916,35594,270,1300,43652,45928,,1340547,31616,39950,52709,28307,41173,26527,33537,85749,6899,35594,31458,,17966,33308,47185,164000
YJR094W-A,RPL43B,Verified,34846,35617,58,29219,,32667,87658,,330,,44692,16330,31649,,22736,1303,38567,43630,32395,,46492,41852,42521,45500
YHR019C,DED81,Verified,36180,36081,47,32905,35194,52450,,72726,23348,37070,38813,36968,17531,14795,,,,,,,,,,
YPL249C-A,RPL36B,Verified,166460,36380,331,,67047,67862,2370360,,37399,17877,43513,20489,35360,10060,34989,42729,34888,57364,44107,,34772,37551,34552,5370
YBR143C,SUP45,Verified,34317,36685,36,,41561,45546,18556,50046,19814,32042,32223,36685,17925,16600,40806,42336,35173,38749,30763,,44619,38417,57052,13100
YDR012W,RPL4B,Verified,47466,36864,85,,64196,9971,143440,,24870,20898,27100,41135,668,17905,32189,66295,37869,34421,35860,,46863,48163,51541,151000
YGR148C,RPL24B,Verified,60842,36900,108,278237,25652,95204,14968,720,21689,21896,13483,6709,16918,9984,61476,116889,125784,,81076,,77616,89888,60908,36900
YLR185W,RPL37A,Verified,42092,37052,65,,30993,67996,74720,,1839,16731,23264,22807,25512,6138,71634,82623,67952,69791,70309,,50872,43111,9554,21800
YDR233C,RTN1,Verified,42171,37100,72,,80677,53904,,148953,29999,31987,35004,29578,26554,11846,45144,45920,15918,28424,46175,11160,39077,45760,38076,37100
YBR127C,VMA2,Verified,45152,37171,57,48761,37171,43068,94437,51654,30389,58811,49923,27320,40920,34830,27077,26060,24417,29674,33381,25077,29163,38307,66760,131000
YJL034W,KAR2,Verified,50783,37456,161,1318,56875,43427,26214,45163,37456,55939,60135,48192,24708,13910,,,,4241,,,3978,,3189,337000
YKL180W,RPL17A,Verified,62828,37495,99,156924,63760,158390,58259,231821,40658,19841,80906,19626,66032,15058,27794,,23008,14834,,,37495,22655,31010,
YBR048W,RPS11B,Verified,78265,37610,112,133706,,213323,210031,,37610,,85331,18816,,,,1357,,,,,,,3008,1200
YLR448W,RPL6B,Verified,51636,37816,79,50229,77675,166158,,135215,27294,44196,82271,9645,29826,15593,53626,,27189,31216,37762,,37870,35787,29505,38400
YDR353W,TRR1,Verified,51643,37897,113,59825,29472,61321,30597,60457,26466,29676,39344,27777,25139,18526,42219,42537,29343,33317,38528,,37542,38252,70515,292000
YGL245W,GUS1,Verified,44909,38110,48,30603,35969,51978,,,43266,63822,68563,38961,20654,21890,34811,,31873,34238,35193,,38110,52663,112159,48700
YDR450W,RPS18A,Verified,130570,38112,173,566935,,232082,711650,,54486,,101050,28125,54257,,7141,,4108,3189,7214,,,5818,3831,48100
YGL105W,ARC1,Verified,36377,38196,30,45329,42759,47697,20122,37322,26187,40177,39371,32324,12683,23771,22848,39258,34801,52287,38980,,37555,38836,37523,57700
YPR035W,GLN1,Verified,130012,38231,124,1039,51123,23459,,1202,25339,21909,23306,20368,23734,18637,336435,319214,104110,,566052,,103440,152042,202802,346000
YBR025C,OLA1,Verified,42069,38234,25,,36804,64616,,60551,29911,52251,43914,38326,25902,33363,38142,36311,51952,52853,33822,,42025,36780,42919,36800
YLR303W,MET17,Verified,164250,38332,162,50514,93992,,721928,607534,32576,11418,44088,31225,23435,25790,,,,,,,,,,
YIL069C,RPS24B,Verified,84964,38461,159,544565,,138708,173676,,,66043,73288,32713,,,41337,48227,13805,23303,38461,,36771,28023,9375,6160
YEL054C,RPL12A,Verified,58079,38899,101,132145,,194223,146462,,,61445,88666,38899,,,10415,48602,4356,13107,23328,,20404,15288,5341,68500
YDR502C,SAM2,Verified,69407,38998,140,,81548,48045,95011,449222,32343,16885,40466,34622,15223,40242,38998,95706,94609,37396,28934,,22189,114344,10953,22000
YGR094W,VAS1,Verified,37502,39560,47,23500,25121,38983,35373,,45016,57117,57508,50932,14223,18190,40136,,17077,56148,54570,,37549,40387,62852,358
YHR208W,BAT1,Verified,48648,39628,70,,66271,76379,27772,121971,31287,42337,50142,36919,19472,22744,,1176,,,,,,,,87300
YML073C,RPL6A,Verified,44426,39839,58,,98664,69894,,86604,46544,39839,39730,26515,17456,16875,21954,1149,34709,,45383,,46349,51843,74631,37100
YMR120C,ADE17,Verified,95018,40292,125,2175,37935,40292,56831,372410,15417,30017,25086,7883,13261,34909,365816,70569,221800,,244778,,53277,146255,5731,60900
YGR204W,ADE3,Verified,43812,40306,54,512,31667,38331,23107,56914,33699,41437,45313,35719,12026,23192,,43418,42819,79672,80843,,40306,82748,85101,35600
YJL190C,RPS22A,Verified,53336,40374,85,,,129462,179280,,31878,,78715,27123,41645,,12286,58357,16369,56752,30644,,23836,32922,40374,40400
YOR332W,VMA4,Verified,51278,40566,63,,47590,133366,64543,128958,40864,37861,54557,40033,26182,16614,32733,34188,40566,75742,36440,,32601,43219,72124,16100
YOL139C,CDC33,Verified,40789,40636,44,,8859,35615,29218,54956,24669,28324,37089,22734,40636,27943,43705,58395,55578,76712,52698,,63735,52201,47731,14200
YPL036W,PMA2,Verified,58400,40689,73,20657,23849,113952,,,,,92852,40689,,,,,,,,,,,,
YGL008C,PMA1,Verified,136434,40732,238,,34237,113952,,,63544,86230,92852,40689,40775,13500,,,17493,,,4463,87251,34862,20233,1260000
YFR053C,HXK1,Verified,81363,40800,107,,42349,107049,140223,137909,26058,17813,90413,23140,20622,37273,9017,,334253,103975,6650,,,214296,31328,40800
YHL001W,RPL14B,Verified,53748,41192,112,,48443,86587,277256,,,21318,47948,12707,41192,19899,46752,56041,37632,29493,43436,,44200,38863,26850,35100
YNL064C,YDJ1,Verified,50310,41251,61,42847,13496,41251,,91895,29363,39219,32758,35929,18348,25199,55613,,,21747,47697,,59719,77101,104090,119000
YJR105W,ADO1,Verified,48564,41323,55,56854,69024,78869,41894,143221,43545,34650,53968,23069,32126,33727,40751,52324,36630,31199,47204,,35615,58294,36119,22200
YJR016C,ILV3,Verified,53322,41540,74,14904,71118,69791,,113107,34297,39541,48585,41540,12821,17521,77882,46995,20841,72605,81050,,32082,24583,22853,171000
YBL076C,ILS1,Verified,47281,41712,49,24365,32171,38983,24707,40534,37843,63416,51227,38544,18045,22989,68389,59030,42891,69506,62076,,50718,59812,117071,23300
YHR064C,SSZ1,Verified,53216,41718,67,49341,33384,59449,60933,189765,47039,55285,59023,41002,24491,26486,40398,42434,36112,37033,37942,,39330,29437,81828,73600
YDL136W,RPL35B,Verified,62113,41748,92,,,140012,222880,,39867,,76231,19837,,,41748,,47381,37742,43183,,41609,43776,34101,19100
YDR023W,SES1,Verified,46117,41861,44,68466,45145,69374,41376,108996,33020,45778,50361,37359,24386,31446,54196,,31684,50726,27442,,35157,42346,32855,
YOR234C,RPL33B,Verified,53362,42035,141,3321,62323,79585,358792,38782,7131,22288,23540,7345,11978,18719,45411,55560,29215,37197,49772,,46629,58757,45288,65600
YLR153C,ACS2,Verified,68933,42561,93,19927,12603,26574,,221317,27775,34719,41002,36472,16156,19445,104359,,108629,82817,74878,,51123,93880,44119,225000
YBR121C,GRS1,Verified,45239,42610,38,37428,46674,,34366,,44949,57031,54557,49419,22942,23017,37145,44424,33355,38607,48167,,39190,40796,63838,98400
YOR298C-A,MBF1,Verified,64791,42645,104,24576,14013,85474,56645,6869,18470,37990,35621,35201,32829,8512,64169,1232,118421,203456,62199,,70612,102370,269867,47300
YBR011C,IPP1,Verified,78944,42812,146,65041,159742,175128,,505201,51209,48736,72649,22222,25275,31318,36889,54419,10603,,27591,,20012,20919,25646,68400
YDR099W,BMH2,Verified,98447,42982,236,264719,63876,30218,48121,1058602,17716,10491,24301,13221,42274,20552,48793,49406,21790,49223,43690,,33960,43719,36666,47600
YPL079W,RPL21B,Verified,50204,43430,95,,,165715,171173,,15552,15127,23306,32216,47801,9215,43898,3352,43430,46198,30331,,51251,50859,37652,66400
YLR304C,ACO1,Verified,73663,43808,125,7508,21422,38578,288713,256642,60633,43808,49481,51685,23481,17348,,1619,,,,,,,,96700
YLR354C,TAL1,Verified,66438,44083,141,26635,74639,104973,,443266,38409,59094,56345,34668,27847,20933,59152,46300,34682,38294,44083,,23658,46147,30195,53000
YLR167W,RPS31,Verified,58391,44117,74,85671,61208,156086,,,44117,37713,70791,33892,12967,23070,,,,,,,,,,
YBR084C-A,RPL19A,Verified,99641,45283,157,254427,,80265,646228,,,65307,94251,33761,50338,,26181,56561,32244,16316,40228,,38470,29177,32806,97700
