Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YDR386W,MUS81,Verified,674,576,89,,893,19,,,,,,576,,,,1582,,,,,,,,300
YJR078W,BNA2,Verified,1060,578,127,,832,63,,290,,,,578,,3862,,1646,,,,,,,,149
YMR155W,YMR155W,Uncharacterized,579,579,134,,,30,,,,,,,,,,1127,,,,,,,,
YFL027C,GYP8,Verified,609,580,40,,550,172,580,,695,,,982,,708,,,,,,,,,,573
YER007W,PAC2,Verified,808,581,96,,581,86,,,662,,,571,,,,,,,,,,,,2140
YPL194W,DDC1,Verified,723,582,84,,1193,100,,,582,,,,,,,,,,1500,,,,,238
YDR198C,RKM2,Verified,1596,583,152,,399,176,,,356,1933,,6956,,583,,,,,,,,,,768
YGR249W,MGA1,Verified,583,583,140,,,4,,,,,,,,,,1162,,,,,,,,
YMR023C,MSS1,Verified,2482,584,184,,584,51,,,438,,,431,12691,2410,,,,,,,,,,768
YIL159W,BNR1,Verified,2855,584,142,9570,271,138,,,733,,9035,2397,,436,,,,,,,,,,259
YIL177C,YIL177C,Uncharacterized,585,585,12,,,,,,,,635,535,,,,,,,,,,,,
YJL225C,YJL225C,Uncharacterized,585,585,12,,,,,,,,635,535,,,,,,,,,,,,
YLR467W,YRF1-5,Verified,585,585,12,,,,,,,,635,535,,,,,,,,,,,,
YLR135W,SLX4,Verified,600,587,93,,900,9,,,,,,,,,,1218,,,,,,,,274
YKL090W,CUE2,Verified,639,589,65,,,82,,,789,,,511,,589,,1222,,,,,,,,
YCR014C,POL4,Verified,920,589,70,,509,,,,,,,,,589,,1662,,,,,,,,
YMR270C,RRN9,Verified,639,589,81,,262,81,,,1385,,,877,,589,,,,,,,,,,
YCR007C,YCR007C,Uncharacterized,590,590,131,,,44,,,,,,,,,,1137,,,,,,,,
YJL149W,DAS1,Verified,825,590,114,2635,885,52,,,,,,772,,409,,,,,,,,,,195
YMR055C,BUB2,Verified,712,591,65,,,457,,,,,,311,,724,,1354,,,,,,,,
YBR018C,GAL7,Verified,591,591,134,,,29,,,,,,,,,,1153,,,,,,,,
YPL041C,MRX11,Uncharacterized,591,591,136,,,22,,,,,,,,,,1160,,,,,,,,
YLR023C,IZH3,Verified,652,592,102,,,17,,,1348,,,592,,,,,,,,,,,,
YGL162W,SUT1,Verified,670,593,101,,,31,86,,,,,64,,,,1271,,,1468,,,,,1100
YMR137C,PSO2,Verified,616,595,94,,931,15,,,,,,,,,,1259,,,,,,,,259
YJR061W,YJR061W,Uncharacterized,726,596,58,385,596,,,,,,,,,,,1197,,,,,,,,
YOR019W,YOR019W,Verified,597,597,,,597,,,,,,,,,,,,,,,,,,,
YDR524C,AGE1,Verified,743,597,89,,1376,89,174,,597,,,1899,,668,,,,,,,,,,396
YBR168W,PEX32,Verified,598,598,139,,,11,,,,,,,,,,1186,,,,,,,,
YCR106W,RDS1,Verified,624,599,98,,210,9,,,,,,987,,,,1290,,,,,,,,
YBR243C,ALG7,Verified,744,599,107,,224,13,,,,,,974,,,,,,,,1766,,,,
YEL041W,YEF1,Verified,717,600,82,,577,16,,,,,,1620,,622,,1168,,,,,,,,300
YGR212W,SLI1,Verified,603,603,11,,,,,,650,,,,,556,,,,,,,,,,
YOR100C,CRC1,Verified,679,603,67,986,1211,23,,,,,603,,,572,,,,,,,,,,
YKR019C,IRS4,Verified,982,606,115,3247,352,21,61,,1341,,,,,606,,1248,,,,,,,,
YDL093W,PMT5,Verified,540,606,75,,910,105,,,,,,,,606,,,,,,,,,,
YDR254W,CHL4,Verified,2329,606,132,,,38,,,,,,166,,,,,7115,,,,,,3719,606
YNL018C,YNL018C,Uncharacterized,606,606,,606,,,,,,,,,,,,,,,,,,,,
YHR006W,STP2,Verified,1638,610,151,,186,54,,,860,,,,,360,,,,,,,,1879,,6490
YOL116W,MSN1,Verified,773,612,97,,1815,51,,,,,,,,733,,,,,,,,,,491
YDR541C,YDR541C,Verified,555,613,69,,613,43,,,1065,,,364,,690,,,,,,,,,,
YOL114C,PTH4,Verified,619,619,134,,,33,,,,,,,,,,1206,,,,,,,,
YNL333W,SNZ2,Verified,1802,620,136,,,173,,,,,4615,620,,,,,,,,,,,,
YOR162C,YRR1,Verified,684,622,84,,931,123,,,,,,,,313,,1371,,,,,,,,
YDL139C,SCM3,Verified,1130,622,102,,819,247,,,1445,,,615,,622,,,3607,,,,,,,556
YKL171W,NNK1,Verified,621,623,99,,1056,8,,,,,,,,189,,1232,,,,,,,,
YER147C,SCC4,Verified,787,623,73,1744,584,63,,,,,,623,,313,,1276,,,,,,,,907
YBR141C,BMT2,Verified,804,623,86,,,12,,,315,,,227,,1113,,1768,,,1567,,,,,623
YJL214W,HXT8,Verified,623,623,,,,,,,,,,,,,,,,,,,,,,623
YNL184C,YNL184C,Uncharacterized,623,623,,,,,,,,,,,,,,,,,,,,,,623
YCR066W,RAD18,Verified,710,623,77,,1625,65,623,,706,,,1206,,539,,,,,,,,,,206
YMR319C,FET4,Verified,1042,627,91,,681,197,,,627,,,1699,,585,,,,2932,,,,,,573
YLR107W,REX3,Verified,831,627,52,,627,384,,,,,,579,,1131,,1435,,,,,,,,
YPL042C,SSN3,Verified,2399,628,134,6792,448,77,,,942,,,628,7352,556,,,,,,,,,,
YGL003C,CDH1,Verified,2073,632,160,,,11,998,,,7015,,,,266,,,,,,,,,,
YBL091C-A,SCS22,Verified,892,632,83,,1925,118,,,,,,541,,724,,,,,,1688,,,,358
YPR005C,HAL1,Verified,633,633,,,,,,,,,,633,,,,,,,,,,,,
YGR217W,CCH1,Verified,1198,633,137,,585,17,,,682,,,,,266,,1204,,,,,,,4437,
YOR324C,FRT1,Verified,539,634,81,634,1198,13,,,873,,,90,,707,,,,,,,,,,259
Q0130,OLI1,Verified,634,634,,,,,,,,,,634,,,,,,,,,,,,
YOR067C,ALG8,Verified,695,635,78,,,224,,,,,,1019,,250,,1289,,,,,,,,
YHR218W,YHR218W,Uncharacterized,635,635,,,,,,,,,635,,,,,,,,,,,,,
YDR545W,YRF1-1,Verified,793,635,46,,,,,,,,635,535,,,,1210,,,,,,,,
YER190W,YRF1-2,Verified,1494,635,131,,,107,,,,,635,3740,,,,,,,,,,,,
YGR296W,YRF1-3,Verified,1494,635,131,,,107,,,,,635,3740,,,,,,,,,,,,
YOR396W,YRF1-8,Uncharacterized,768,635,42,,,,,,,,635,535,,,,1133,,,,,,,,
YEL072W,RMD6,Verified,636,636,127,,,66,,,,,,,,,,1205,,,,,,,,
YKL023C-A,YKL023C-A,Uncharacterized,2828,636,138,,7331,518,,,,,,636,,,,,,,,,,,,
YML132W,COS3,Verified,575,639,82,,,76,,,,,,1009,,,,,,,,,,,,639
YJR015W,YJR015W,Uncharacterized,1022,639,119,,,25,,,1026,,,176,,409,,1295,3583,,,,,,,639
YPL209C,IPL1,Verified,903,639,100,,807,27,,,,,,621,,639,,1388,,2687,,,,,,149
YLR283W,YLR283W,Uncharacterized,869,639,86,,1885,147,,,1397,,,279,,639,,,,,,,,,,
YPL071C,YPL071C,Uncharacterized,687,641,82,,,110,,,,,,349,,933,,1356,,,,,,,,
YER041W,YEN1,Verified,1376,642,147,,642,31,,,,4895,,,,,,1181,,,,,,,,131
YKR096W,ESL2,Verified,710,643,85,,444,29,,,155,,,925,,841,,1541,,,1552,,,,,195
YGR062C,COX18,Verified,811,644,79,,,26,,,,,,644,,,,1292,,,1627,,,,,468
YDR142C,PEX7,Verified,873,645,74,,1357,78,,,450,,,645,,969,,,,,,2021,,,,589
YOR134W,BAG7,Verified,645,645,139,,,12,,,,,,,,,,1278,,,,,,,,
YNL082W,PMS1,Verified,595,648,74,,883,41,,,775,,,162,,,,1190,,,,,,,,521
YPL149W,ATG5,Verified,770,648,65,,1458,185,,,,,,400,,690,,1278,,,,,,,,606
YGR197C,SNG1,Verified,648,648,63,,936,,,,,,,,,360,,,,,,,,,,
YMR025W,CSI1,Verified,775,649,104,,,86,,,115,,,1715,,,,1183,,,,,,,,
YIL049W,DFG10,Verified,734,650,74,,,244,,,,,965,334,,,,1392,,,,,,,,
YOL075C,YOL075C,Verified,4923,651,158,13873,244,,,,651,,,,,,,,,,,,,,,
YFR019W,FAB1,Verified,1181,652,94,368,1382,128,,,2274,,,367,,652,2137,,,,,,,3177,,149
YPL052W,OAZ1,Verified,656,656,134,,,36,,,,,,,,,,1276,,,,,,,,
YOR022C,DDL1,Verified,958,657,81,,2155,139,,,1655,,,578,,487,,,,,,,,,,736
YMR032W,HOF1,Verified,1702,658,124,,378,12,,,658,,,1444,,,,,,,,,,5535,3690,195
YGR053C,YGR053C,Uncharacterized,659,659,138,1301,,17,,,,,,,,,,,,,,,,,,
YDR184C,ATC1,Verified,881,660,69,,,,,,452,,,,,473,,1755,,,,,,,,846
YJL127C,SPT10,Verified,941,660,74,,781,59,,,539,,,466,,506,,,,,1608,,,2067,,1500
YHR182W,YHR182W,Verified,947,663,92,,322,51,,,877,,,2262,,449,,,,,,,,,,1720
YBR097W,VPS15,Verified,775,665,61,981,591,66,,,665,,,1045,,565,,1243,,,1542,,,,,279
YDR370C,DXO1,Verified,1387,665,148,,,10,,,290,,,144,,,,1398,5442,,,,,,,1040
YLR228C,ECM22,Verified,847,669,77,,1426,150,,,1678,,,669,,528,,1401,,,,,,,,79
YLR383W,SMC6,Verified,2579,669,204,,596,122,,,1571,,,742,,376,,1372,,15508,,,,,,339
YLL061W,MMP1,Verified,762,669,81,,891,149,,,,,,669,,360,,1741,,,,,,,,
YDR125C,ECM18,Verified,670,670,111,,,,,,,,,,,,,1198,,,,,,,,143
YOL095C,HMI1,Verified,2517,671,170,10136,425,28,,,,,,671,,,,1325,,,,,,,,
YPR022C,SDD4,Verified,1129,671,113,,1634,88,,,,,,868,,474,,,3474,,,,,,,238
YLR313C,SPH1,Verified,672,672,,,,,,,,,,,,,,,,,,,,,,672
YJL129C,TRK1,Verified,672,672,122,,90,,,,,,,,,,,1254,,,,,,,,
YJL092W,SRS2,Verified,1355,673,144,,161,27,,,1032,,,,,313,,1406,,,,,,,,5190
YMR088C,VBA1,Verified,605,673,94,,,4,,,,,,1140,,673,,,,,,,,,,
YER039C-A,YER039C-A,Uncharacterized,675,675,121,,,,,,,,,,,,,1251,,,,,,,,99
YDR466W,PKH3,Verified,882,676,75,,1650,159,679,,673,,,1747,,383,,,,,,,,,,
YFR022W,ROG3,Verified,632,678,89,,1040,6,,,317,,,,,,,1165,,,,,,,,
YDR259C,YAP6,Verified,682,682,139,,,14,,,,,,,,,,,,,,,,,,1350
YIL046W,MET30,Verified,999,682,122,,1064,163,,,144,,,400,,964,,1234,,,,,,,3810,217
YGR070W,ROM1,Verified,698,684,53,,273,,,,,,,779,,589,,1150,,,,,,,,
YML109W,ZDS2,Verified,992,691,95,2081,310,65,,,2572,,,739,,643,,1424,,,,,,,,105
YJL181W,RBH1,Uncharacterized,708,693,80,693,146,,,,,,,,,,,1285,,,,,,,,
YPL253C,VIK1,Verified,7239,693,165,,,9,,,693,,,,,,,21014,,,,,,,,
YGL258W,VEL1,Verified,694,694,,,,,,,,,694,,,,,,,,,,,,,
YEL025C,YEL025C,Uncharacterized,1621,694,141,4980,117,,,,,,,,,220,,1168,,,,,,,,
YNL202W,SPS19,Verified,863,694,94,,1023,127,,,,,1939,364,,,,,,,,,,,,
YPR122W,AXL1,Verified,1253,694,146,,300,74,507,,765,,,1020,,1026,,5705,,,,,,,,623
YPL095C,EEB1,Verified,800,695,37,,,,,,695,,,,,,,1131,,,,,,,,573
YDL142C,CRD1,Verified,744,699,16,,,,,,,,,699,,656,,,,,,,,,,876
YNR064C,YNR064C,Verified,700,700,95,,,230,,,,,,,,,,1169,,,,,,,,
YNL078W,NIS1,Verified,972,701,82,,2008,34,,,,,,588,,815,,,,,1886,,,,,504
YML088W,UFO1,Verified,777,702,64,,743,176,,,732,,,1698,,673,,,,,,,,,,639
YCL036W,GFD2,Verified,719,704,85,,157,71,,,1401,,,704,,1261,,,,,,,,,,
YDL200C,MGT1,Verified,704,704,98,,,,,,,,,215,,,,1194,,,,,,,,
YOL128C,YGK3,Verified,789,705,91,,,66,,,1021,,,389,,,,1681,,,,,,,,
YIL156W,UBP7,Verified,857,707,55,,492,221,1412,,1300,,,808,,545,,1472,,,,,,,,606
YNL025C,SSN8,Verified,735,707,90,,707,22,,,,,,143,,,,1350,,,1451,,,,,
YJL139C,YUR1,Verified,1759,707,148,,707,271,,,762,,,653,,,,,,,,,,,,6400
YDR265W,PEX10,Verified,1542,707,145,,,82,,,,,,305,,707,,1148,,,,,,,5465,
YGR098C,ESP1,Verified,977,707,118,,,6,,,2487,,,,,149,,1265,,,,,,,,
YJL156C,SSY5,Verified,760,708,29,,774,,,,1067,,,641,,556,,,,,,,,,,
YJR039W,YJR039W,Uncharacterized,2050,709,155,,291,6,,,,,6776,,,,,1128,,,,,,,,
YPL089C,RLM1,Verified,1107,710,106,683,4061,54,1033,,451,,,288,,376,,1727,,,1660,,,,,736
YFR045W,YFR045W,Uncharacterized,929,710,101,,326,114,,,1095,,,2181,,,,,,,,,,,,
YBR294W,SUL1,Verified,711,711,97,,225,,,,,,,,,,,1197,,,,,,,,
YDL104C,QRI7,Verified,763,712,58,,1019,87,410,,655,,,770,,523,,1242,,,,,,,,1400
YBR239C,ERT1,Verified,1100,713,122,,690,28,,,713,,,,,845,,1392,3949,,,,,,,86
YDL133W,SRF1,Verified,1290,714,123,,4044,19,,,1100,,,714,,572,,,,,,,,,,
YDR351W,SBE2,Verified,1028,716,87,624,2236,41,,,2028,,,809,,433,,,,,,,,,,
YDR181C,SAS4,Verified,928,718,80,,2090,59,,,1510,,,669,,473,,,,,,,,,,768
YNR069C,BSC5,Verified,720,720,140,,1431,9,,,,,,,,,,,,,,,,,,
YOR047C,STD1,Verified,721,721,95,,,,,,,,,,,,,1204,,,,,,,,238
YJL023C,PET130,Verified,721,721,,,,,,,,,,,,,,,,,,,,,,721
YPR101W,SNT309,Verified,1026,721,79,,657,32,,,,,,,,1905,,,,,1814,,,,,721
YBR021W,FUR4,Verified,756,721,87,,567,3,,,1578,,,875,,,,,,,,,,,,
YKL124W,SSH4,Verified,956,722,102,,2304,75,,,,,,,,994,,,,,,,,,,450
YER077C,MRX1,Uncharacterized,1457,722,79,719,722,172,,,2360,,,3026,,694,,,,,1861,,,,3121,432
YJR141W,IPA1,Uncharacterized,723,723,135,,,32,,,,,,,,,,1414,,,,,,,,
YMR094W,CTF13,Verified,9254,724,211,,928,4,,,500,,,,44114,724,,,,,,,,,,
YOR258W,HNT3,Verified,902,724,78,,,188,,,,,,,,724,,1286,,,,,,1915,,396
YLR234W,TOP3,Verified,799,727,72,986,461,23,,,,,,,,,,1374,,,1483,,,,,468
YDR291W,HRQ1,Verified,1041,727,99,3390,1134,113,,,799,,,655,,649,,1329,,,,,,,,259
YPL269W,KAR9,Verified,1106,728,91,,800,3,,,,,2040,,,506,,,,,,,,2630,,656
YMR066W,SOV1,Verified,744,731,77,1299,759,52,,,731,,,,,297,,1676,,,,,,,,396
YLR281C,YLR281C,Uncharacterized,731,731,132,,,50,,,,,,,,,,1412,,,,,,,,
YLR289W,GUF1,Verified,2031,731,160,9267,359,62,,,,,,731,,376,,1534,,,,,,,,1890
YER093C,TSC11,Verified,686,733,88,,892,57,,,733,,,,,189,,1560,,,,,,,,
YCR076C,FUB1,Verified,692,736,73,,,160,,,,,,,,1113,,1137,,,,,,,,358
YGL216W,KIP3,Verified,1291,736,75,,643,52,,,,,,715,,2387,,2379,,,2122,,,,,736
YDL107W,MSS2,Verified,871,736,65,,1284,125,,,603,,,1604,,345,,1398,,,,,,,,736
YJR124C,YJR124C,Uncharacterized,835,736,97,,,82,,,,,,,,736,,,,,,1688,,,,
YOR012W,YOR012W,Uncharacterized,737,737,77,,,,,,,,336,,,,,1138,,,,,,,,
YGR016W,YGR016W,Uncharacterized,851,737,80,,,,,,,,,737,,,,,,,,1579,,,,238
YOR159C,SME1,Verified,2247,737,135,,3422,206,,,918,,,443,,7937,,,,,,,,,,556
YOR334W,MRS2,Verified,774,738,70,,1554,4,,,443,,,,,707,,1169,,,,,,,,768
YOR256C,TRE2,Verified,704,738,62,,571,50,1098,,1286,,,738,,884,,,,,,,,,,300
YLR183C,TOS4,Verified,766,740,85,1614,740,9,,,,,,,,,,1184,,,,,,,,284
YKL201C,MNN4,Verified,1051,740,96,196,2788,9,,,1921,,,740,,468,,1235,,,,,,,,
YDL216C,RRI1,Verified,719,742,74,,810,50,,,,,,,,673,,1342,,,,,,,,
YGL208W,SIP2,Verified,1045,743,94,,2931,259,170,,1875,,,324,,1336,,1163,,,,,,,,300
YAL051W,OAF1,Verified,1272,744,99,3131,744,60,,,2833,,,554,,1492,,,,,,,,,,92
YDR213W,UPC2,Verified,872,746,84,,463,111,,,740,,2361,946,,174,,1427,,,,,,,,752
YGR141W,VPS62,Verified,712,746,56,,316,202,,,1134,,869,1129,,,,,,,,,,,,623
YLR423C,ATG17,Verified,2535,746,191,,2305,74,,,635,,14406,434,,857,,1211,,,,,,,,358
YBR274W,CHK1,Verified,888,748,97,,,82,322,,898,,,805,,691,,,,,,,,,,2530
YIL151C,ESL1,Uncharacterized,903,749,88,,749,10,,,973,,,,,319,,1386,,,,,,2383,,504
YLR360W,VPS38,Verified,964,749,86,,749,100,,,265,,,696,,,,1280,,2592,,,,,,1070
YBL106C,SRO77,Verified,786,749,87,,,3,,,575,,924,,,,,,,,,1641,,,,
YLR007W,NSE1,Verified,1775,750,139,,6065,97,,,399,,,750,,1566,,,,,,,,,,
YBR183W,YPC1,Verified,751,751,31,,,,,,,,,586,,916,,,,,,,,,,
YDR488C,PAC11,Verified,671,752,91,,,22,,,,,,,,1239,,,,,,,,,,752
YER173W,RAD24,Verified,928,752,74,,741,14,,,,,,,,,,1266,,,,,,1867,,752
YJR156C,THI11,Verified,752,752,,,,,,,,,,,,,,,,,,,,,,752
YDR132C,YDR132C,Verified,699,753,64,753,643,68,,,,,,910,,1131,,1219,,,,,,,,172
YPL022W,RAD1,Verified,693,753,63,250,753,91,,,917,,,842,,597,,,,,,,,,,1400
YOR023C,AHC1,Verified,652,754,61,,803,32,,,1121,,,704,,910,,,,,,,,,,339
YOR156C,NFI1,Verified,1200,755,85,,845,,,,618,,,664,,490,,1411,,,,,,,,3170
YBL060W,YEL1,Verified,798,755,63,,755,37,,,1187,,,386,,596,,1160,,,1468,,,,,
YPL248C,GAL4,Verified,755,755,110,,,,,,,,,,,,,1345,,,,,,,,166
YDR419W,RAD30,Verified,1883,756,128,,756,92,,,653,,,6053,,,,,,,,,,,,1860
YJR053W,BFA1,Verified,1079,756,108,,1152,31,,,230,,,347,,360,,,3595,,1541,,,,,1380
YKL020C,SPT23,Verified,1394,757,129,562,283,41,,,1518,6221,1778,730,,785,,,,,,1595,,,,432
YEL064C,AVT2,Verified,759,759,,,,,,,,,,,,759,,,,,,,,,,
YMR021C,MAC1,Verified,3627,759,173,,2061,24,491,,,,,759,,,,,,,,,,,,14800
YEL061C,CIN8,Verified,1580,763,110,,763,81,,,3658,,,4368,,376,,1574,,,,,,,,238
YDL183C,YDL183C,Verified,764,764,129,,1463,64,,,,,,,,,,,,,,,,,,
YKL174C,TPO5,Verified,855,764,78,,904,151,,,1742,,,624,,,,,,,,,,,,
YDR334W,SWR1,Verified,1072,765,100,3459,692,89,,,1175,,,838,,149,,1520,,,,,,,,656
YKL175W,ZRT3,Verified,1526,766,120,,811,86,,,,,,276,4882,720,,,,,,2383,,,,
YOL113W,SKM1,Verified,1848,766,120,4216,,16,,,398,,,5084,,,,1134,,,,,,,,238
YKR015C,YKR015C,Uncharacterized,766,766,71,382,,,,,,,,,,,,1150,,,,,,,,
YDL149W,ATG9,Verified,737,767,86,,1356,58,,,1188,,,,,346,,,,,,,,,,
YDR323C,PEP7,Verified,1375,768,94,2739,,69,,,,,,,,506,,,,,,,,2794,,768
YOL078W,AVO1,Verified,1531,769,156,769,1180,77,261,,1311,,,7752,,313,,1413,,,,,,,,704
YKL034W,TUL1,Verified,1377,769,152,,990,116,599,,933,,,154,,606,,1133,,,,6480,,,,
YER144C,UBP5,Verified,799,771,75,,1430,125,,,,,,1192,,351,,1396,,,,,,,,300
YNR061C,YNR061C,Verified,833,773,71,,960,116,,,,,,586,,,,1427,,,1571,,,,,339
YOR149C,SMP3,Verified,773,773,71,,,,,,,,,383,,,,1163,,,,,,,,
YLR099C,ICT1,Verified,900,775,26,,,,,,,,,775,,758,,1167,,,,,,,,
YBR255W,MTC4,Verified,873,776,83,,1274,99,,,1982,,,,,329,,1155,,,,,,,,396
YOL017W,ESC8,Verified,854,776,88,,1103,5,,,199,,,,,776,,1237,,,,,,2226,,432
YGL075C,MPS2,Verified,1183,776,120,,1083,93,,,,,,336,,776,,,,3625,,,,,,
YKR004C,ECM9,Verified,886,777,75,1794,,,,,197,,,,,707,,,,,,,,,,846
YFR043C,IRC6,Verified,1506,778,123,,403,568,,,997,,,778,,4784,,,,,,,,,,
YLR176C,RFX1,Verified,1152,779,125,,896,35,,,214,,4790,779,,681,,1145,,,1452,,,,,377
YBR150C,TBS1,Verified,1665,779,137,,779,49,5661,,,,,,,,,1262,,,,,,,,573
YDR520C,URC2,Uncharacterized,769,780,55,,567,75,780,,1073,,,,,556,,1398,,,,,,,,937
YJR090C,GRR1,Verified,1579,780,117,,805,38,,,756,3005,,4678,,194,,,,,,,,,,
YGL163C,RAD54,Verified,782,782,105,,200,,,,,,,,,,,1364,,,,,,,,
YAL056W,GPB2,Verified,941,782,84,,902,60,,,1943,,284,662,,305,,1145,,,,,,2231,,
YJR129C,EFM3,Verified,1100,783,85,,1080,186,,734,832,,,691,,539,,,,,,,,,3189,1550
YIL097W,FYV10,Verified,1090,784,76,,1086,510,625,,559,,,764,,796,,1570,,,,,,3116,,784
YNL260C,LTO1,Verified,1280,784,85,,645,121,,,,,,,,2676,,2172,,,,,,,,784
YER158C,YER158C,Uncharacterized,719,784,42,982,,,,,,,,,,392,,,,,,,,,,784
YGL045W,RIM8,Verified,1590,784,112,,2367,231,,,943,,5339,699,,765,,,,,,,,,,784
YDR247W,VHS1,Verified,1322,784,65,,512,,,,689,,,,,606,2093,2484,,,2089,,,,,784
YLR265C,NEJ1,Verified,1063,787,102,,2821,53,,,787,,,,,,,1277,,,,,,,,377
YKL132C,RMA1,Verified,787,787,,787,,,,,,,,,,,,,,,,,,,,
YKL109W,HAP4,Verified,790,790,66,,,,,,422,,,,,,,1158,,,,,,,,
YGR143W,SKN1,Verified,755,791,60,,1219,55,,,926,,,656,,1205,,,,,,,,,,468
YEL004W,YEA4,Verified,795,795,107,,,,,,,,,196,,,,1394,,,,,,,,
YMR199W,CLN1,Verified,796,796,85,,,,,,,,,,,,,1274,,,,,,,,319
YPL224C,MMT2,Verified,798,797,81,1221,1756,35,,,180,,,937,,656,,,,,,,,,,
YJL095W,BCK1,Verified,1007,798,81,,608,131,,,1733,2364,,798,,228,,1508,,,,1579,,,,112
YPL133C,RDS2,Verified,904,799,70,,1753,71,410,,1468,,,,,441,,1386,,,,,,,,799
YOL008W,COQ10,Verified,965,801,104,,2179,205,,,82,,,1396,,,,,,,,,,,,
YNL328C,MDJ2,Verified,1157,802,94,,,131,232,,1031,,,501,,,,1747,3372,,1667,,,,,573
YMR252C,YMR252C,Uncharacterized,803,803,111,,,,,,,,,,,,,1435,,,,,,,,172
YPL150W,YPL150W,Uncharacterized,1196,804,85,,491,70,,,804,,,338,,433,2344,1638,,,1640,,,,3008,
YJR140C,HIR3,Verified,998,805,86,598,231,89,,,,,,688,,1078,,1613,,2769,,,,,,922
YDR393W,SHE9,Verified,779,805,81,,805,28,,,,,,1485,,,,1295,,,,,,,,279
YKL219W,COS9,Verified,776,807,49,,1150,337,,,514,,1099,1112,,441,,,,,,,,,,
YNL033W,YNL033W,Uncharacterized,807,807,72,,,,,,,,,,,,,1219,,,,,,,,396
YKR086W,PRP16,Verified,833,810,36,297,860,964,,,760,,,620,,759,,1153,,,,,,,,1250
YHR156C,LIN1,Verified,863,811,73,,499,172,,,2040,,,822,,845,,,,,,,,,,799
YHR166C,CDC23,Verified,1049,811,95,,404,72,827,,231,,,1410,,795,,1561,,,1901,,,,3209,80
YMR162C,DNF3,Verified,958,812,90,,162,76,,,1455,,,346,,284,,1278,,2426,1633,,,,,
YDR436W,PPZ2,Verified,998,813,71,730,2482,236,,,858,,786,813,,,,1324,,,1566,,,,,189
YLR047C,FRE8,Verified,728,814,73,,814,156,,,,,,,,,,1213,,,,,,,,
YJR119C,JHD2,Verified,1523,814,143,,814,189,,,1397,,,,,282,,1355,,,,,,,6336,290
YNL234W,YNL234W,Verified,1075,815,77,,1557,101,,,2383,,,806,,815,,1667,,,,,,,,195
YJR011C,YJR011C,Uncharacterized,1628,815,111,,5358,114,,,759,,,815,,656,,1131,,,,,,,,2560
YPR193C,HPA2,Verified,818,818,62,,,,,,,,457,,,,,1178,,,,,,,,
YIR031C,DAL7,Verified,3674,818,192,,2125,37,293,,1276,,17952,359,,,,,,,,,,,,
YHL008C,YHL008C,Uncharacterized,843,819,77,,1266,11,,,819,,,,,469,,,,,1652,,,,,
YOR178C,GAC1,Verified,822,822,38,,1041,,,,,,603,,,,,,,,,,,,,
YHL040C,ARN1,Verified,823,823,,,823,,,,,,,,,,,,,,,,,,,
YOR093C,CMR2,Uncharacterized,1002,823,103,3170,1105,72,,,542,,,1453,,303,,1327,,,,,,,,41
YOL047C,LDS2,Verified,823,823,115,,,,,,,,,,,,,1492,,,,,,,,155
YBR210W,ERV15,Verified,791,825,71,,,234,,,375,,,,,1279,,1275,,,,,,,,
YMR280C,CAT8,Verified,919,827,79,,827,8,629,,,,,,,,,1140,,,,,,1991,,
YLR271W,CMG1,Uncharacterized,1543,830,133,,4464,47,,,,,,190,,,,,,,,,,,,1470
YDL180W,YDL180W,Uncharacterized,1170,830,97,,3204,44,,,561,,,487,,1099,,,,,,1625,,,,
YGR004W,PEX31,Verified,1029,831,83,,834,170,,,262,,1945,,,828,,1503,,,,2450,,,,238
YLR151C,PCD1,Verified,811,832,92,,1425,93,,,,,,,,1488,,,,,,,,,,238
YHR100C,GEP4,Verified,1351,835,117,,539,297,,1307,835,,996,635,,4851,,,,,,,,,,
YHL010C,ETP1,Verified,861,835,77,,1719,133,,,305,,,,,835,,1314,,,,,,,,
YCR091W,KIN82,Verified,807,836,88,,1506,,,,,836,,80,,,,,,,,,,,,
YKL217W,JEN1,Verified,836,836,66,,446,,,,,,,,,,,1226,,,,,,,,
YPR030W,CSR2,Verified,836,836,77,,378,,,,,,,,,,,1294,,,,,,,,
YDL146W,LDB17,Verified,1079,838,94,,1078,32,,,598,,,375,,,,1558,,3186,1478,,,,,329
YNL242W,ATG2,Verified,1079,842,85,190,807,259,,,1069,1077,,658,,751,,,3395,,,1703,,,,876
YNL211C,MRX7,Uncharacterized,1238,842,106,,,528,,,,,,165,,,,1156,,,,,,,3101,
YKL198C,PTK1,Verified,786,844,62,710,844,14,,,,,,1057,,,,1307,,,,,,,,
YOR058C,ASE1,Verified,1973,844,145,,,6,,,6197,,,1132,,,,,,,,,,,,556
YPR164W,MMS1,Verified,921,846,66,,1024,112,,,394,,812,1978,,846,,1278,,,,,,,,
YML068W,ITT1,Verified,2476,846,144,,,17,6564,,,,,,,,,,,,,,,,,846
YLR404W,SEI1,Verified,1221,846,91,,,85,,,,,,,,744,,1397,,,,,,,3035,846
YOR295W,UAF30,Verified,838,846,77,,,71,,,,,,1054,,,,1590,,,,,,,,639
